Bacterial Bait  (Locus ID),Human Protein Uniprot,Human Gene name,MIST,Abundance,Reproducibility,Specificity,IP Number,WD,WDv2,Entry.name,Protein.names,,Length (aa)
Rv0888,P62847,RPS24,0.029890923,0.001974449,9.10E-11,0.059781845,TBIP264,4.080623475,4.080623475,RS24_HUMAN,40S ribosomal protein S24,,133
Rv0888,Q13409,DYNC1I2 DNCI2 DNCIC2,0.02439106,0.000507412,9.10E-11,0.04878212,TBIP81,5.91287397,5.91287397,DC1I2_HUMAN,"Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)",,638
Rv0888,P60866,RPS20,0.020023277,0.002721571,9.10E-11,0.040046554,TBIP81,2.952816273,2.952816273,RS20_HUMAN,40S ribosomal protein S20,,119
Rv0888,P05141,SLC25A5 ANT2,0.018912942,0.001105067,9.10E-11,0.037825884,TBIP81,3.521793503,3.521793503,ADT2_HUMAN,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5)",,298
Rv0888,P40227,CCT6A CCT6 CCTZ,0.017950731,0.001049043,9.10E-11,0.035901463,TBIP264,6.592601812,6.592601812,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20),,531
Rv0888,P29692,EEF1D EF1D,0.017064758,0.001167766,9.10E-11,0.034129517,TBIP81,3.637677944,3.637677944,EF1D_HUMAN,Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4),,281
Rv0888,P51570,GALK1 GALK,0.014814461,0.001439703,9.10E-11,0.029628921,TBIP264,3.97571012,3.97571012,GALK1_HUMAN,Galactokinase (EC 2.7.1.6) (Galactose kinase),,392
Rv0888,P50897,PPT1 PPT,0.011331131,0.001783374,9.10E-11,0.022662262,TBIP264,2.80970509,2.80970509,PPT1_HUMAN,Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1),,306
Rv0888,P27708,CAD,0.011116675,0.001251915,9.10E-11,0.02223335,TBIP264,6.605098494,6.605098494,PYR1_HUMAN,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],,2225
Rv0888,P17987,TCP1 CCT1 CCTA,0.010880548,0.002017686,9.10E-11,0.021761095,TBIP264,4.348304358,4.348304358,TCPA_HUMAN,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha),,556
Rv0888,P78371,CCT2 99D8.1 CCTB,0.00924663,0.000529546,9.10E-11,0.018493259,TBIP264,9.936421849,9.936421849,TCPB_HUMAN,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta),,535
Rv0888,P62753,RPS6 OK/SW-cl.2,0.008658314,0.001063165,9.10E-11,0.017316627,TBIP264,2.387490499,2.387490499,RS6_HUMAN,40S ribosomal protein S6 (Phosphoprotein NP33),,249
Rv0888,O60814,HIST1H2BK H2BFT HIRIP1,0.005212973,0.002193833,9.10E-11,0.010425945,TBIP264,5.778094668,5.778094668,H2B1K_HUMAN,Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1),,126
Rv0888,P63261,ACTG1 ACTB ACTG,0.004304527,0.005105437,9.10E-11,0.008609055,TBIP264,6.121405841,6.121405841,ACTG_HUMAN,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",,375
Rv0888,O60884,DNAJA2 CPR3 HIRIP4,0.003967899,0.000666079,9.10E-11,0.007935799,TBIP264,1.922420344,1.922420344,DNJA2_HUMAN,DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14),,412
Rv0888,Q00610,CLTC CLH17 CLTCL2 KIAA0034,0.003760046,0.000476317,9.10E-11,0.007520092,TBIP264,2.915879718,2.915879718,CLH1_HUMAN,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),,1675
Rv0888,P26196,DDX6 HLR2 RCK,0.003170663,0.001119121,9.10E-11,0.006341325,TBIP264,2.350543818,2.350543818,DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK),,483
Rv0888,P55160,NCKAP1L HEM1,0.00311188,0.000258652,9.10E-11,0.00622376,TBIP160,2.310826947,2.310826947,NCKPL_HUMAN,Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1),,1127
Rv0888,P62269,RPS18 D6S218E,0.002847565,0.004090808,9.10E-11,0.00569513,TBIP81,1.766407514,1.766407514,RS18_HUMAN,40S ribosomal protein S18 (Ke-3) (Ke3),,152
Rv0888,Q01105,SET,0.002743646,0.001083257,9.10E-11,0.005487292,TBIP81,2.060499269,2.060499269,SET_HUMAN,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),,290
Rv0888,P31689,DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4,0.002700031,0.000809116,9.10E-11,0.005400063,TBIP81,1.844608697,1.844608697,DNJA1_HUMAN,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),,397
Rv0888,C9JLW8,FAM195B,0.002564019,0.002792151,9.10E-11,0.005128038,TBIP264,1.664113299,1.664113299,F195B_HUMAN,Protein FAM195B,,97
Rv0888,P05386,RPLP1 RRP1,0.002186805,0.003166443,9.10E-11,0.00437361,TBIP81,1.306482511,1.306482511,RLA1_HUMAN,60S acidic ribosomal protein P1,,114
Rv0888,Q7L576,CYFIP1 KIAA0068,0.001271445,0.00020957,9.10E-11,0.002542889,TBIP264,1.914913205,1.914913205,CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1) (p140sra-1),,1253
Rv0888,P52272,HNRNPM HNRPM NAGR1,0.001176882,0.000392646,9.10E-11,0.002353765,TBIP264,2.741947599,2.741947599,HNRPM_HUMAN,Heterogeneous nuclear ribonucleoprotein M (hnRNP M),,730
Rv0999,Q9BX66,SORBS1 KIAA0894 KIAA1296 SH3D5,0.996657517,0.001020203,0.993315034,1,"TBIP202,TBIP265,TBIP279",3107.145499,145.1904755,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),,1292
Rv0999,Q9NY65,TUBA8 TUBAL2,0.51126742,0.034316655,0.998420039,0.024114802,"TBIP202,TBIP265,TBIP279",5.150187335,4.317926959,TBA8_HUMAN,Tubulin alpha-8 chain (Alpha-tubulin 8) (Tubulin alpha chain-like 2),,449
Rv0999,Q13748,TUBA3C TUBA2; TUBA3D,0.510170581,0.049750454,0.999295674,0.021045487,"TBIP202,TBIP265,TBIP279",5.840542647,5.024750058,TBA3C_HUMAN,Tubulin alpha-3C/D chain (Alpha-tubulin 2) (Alpha-tubulin 3C/D) (Tubulin alpha-2 chain),,450
Rv0999,Q6PEY2,TUBA3E,0.509739867,0.034468163,0.998420039,0.021059696,"TBIP202,TBIP265,TBIP279",4.859625228,4.180844765,TBA3E_HUMAN,Tubulin alpha-3E chain (Alpha-tubulin 3E),,450
Rv0999,Q9BQE3,TUBA1C TUBA6,0.509667983,0.061345984,0.999340296,0.01999567,"TBIP202,TBIP265,TBIP279",6.358390126,5.516331615,TBA1C_HUMAN,Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain),,449
Rv0999,Q71U36,TUBA1A TUBA3,0.50928559,0.062910201,0.99987768,0.0186935,"TBIP202,TBIP265,TBIP279",6.337771891,5.54416934,TBA1A_HUMAN,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),,451
Rv0999,Q9BVA1,TUBB2B,0.508320589,0.066402796,0.998028924,0.018612253,"TBIP202,TBIP265,TBIP279",6.857641947,5.849890604,TBB2B_HUMAN,Tubulin beta-2B chain,,445
Rv0999,Q13885,TUBB2A TUBB2,0.508229725,0.063632906,0.998138491,0.018320958,"TBIP202,TBIP265,TBIP279",6.706906134,5.721305877,TBB2A_HUMAN,Tubulin beta-2A chain,,445
Rv0999,P68371,TUBB4B TUBB2C,0.505448334,0.0779928,0.999009602,0.011887066,"TBIP202,TBIP265,TBIP279",5.896205146,5.574125176,TBB4B_HUMAN,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),,445
Rv0999,P04350,TUBB4A TUBB4 TUBB5,0.505374022,0.062975454,0.998046177,0.012701867,"TBIP202,TBIP265,TBIP279",5.281858403,4.993337099,TBB4A_HUMAN,Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain),,444
Rv0999,P68363,TUBA1B,0.505132533,0.064744071,0.999977549,0.010287517,"TBIP202,TBIP265,TBIP279",4.760952286,4.760952286,TBA1B_HUMAN,Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain),,451
Rv0999,P07437,TUBB TUBB5 OK/SW-cl.56,0.503524959,0.090279761,0.997232282,0.009817635,"TBIP202,TBIP265,TBIP279",5.653202278,5.615069197,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),,444
Rv0999,P07858,CTSB CPSB,0.501328851,0.003851787,0.993315034,0.009342669,"TBIP202,TBIP265,TBIP279",2.023258317,1.496884314,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],,339
Rv0999,P08107,HSPA1A HSPA1; HSPA1B,0.497358295,0.024678781,0.985659671,0.009056919,"TBIP202,TBIP265,TBIP279",3.804687505,3.649366615,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B (Heat shock 70 kDa protein 1/2) (HSP70-1/HSP70-2) (HSP70.1/HSP70.2),,641
Rv0999,P11142,HSPA8 HSC70 HSP73 HSPA10,0.497075253,0.024904284,0.987625993,0.006524513,"TBIP202,TBIP265,TBIP279",3.511884584,3.511884584,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,646
Rv0999,P68104,EEF1A1 EEF1A EF1A LENG7,0.489190924,0.006834994,0.967951935,0.010429913,"TBIP202,TBIP265,TBIP279",1.822708321,1.685060486,EF1A1_HUMAN,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),,462
Rv0999,P11498,PC,0.485789355,0.044486609,0.966276737,0.005301972,"TBIP202,TBIP265,TBIP279",6.271629241,6.271629241,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",,1178
Rv0999,Q8WWM7,ATXN2L A2D A2LG A2LP A2RP,0.47033704,0.003964492,0.936289855,0.004384224,"TBIP202,TBIP265,TBIP279",1.872068082,1.808492637,ATX2L_HUMAN,Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein),,1075
Rv0999,P12814,ACTN1,0.419725089,0.006363043,0.83008326,0.009366918,"TBIP202,TBIP265,TBIP279",3.014484493,2.615268296,ACTN1_HUMAN,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),,892
Rv0999,P51570,GALK1 GALK,0.338790081,0.003178074,0.612175757,0.065404406,"TBIP202,TBIP265",6.718561026,4.30251425,GALK1_HUMAN,Galactokinase (EC 2.7.1.6) (Galactose kinase),,392
Rv0999,P50897,PPT1 PPT,0.329239087,0.002691647,0.624274005,0.034204168,"TBIP265,TBIP279",3.165417756,2.320460455,PPT1_HUMAN,Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1),,306
Rv0999,Q9BUF5,TUBB6,0.323213267,0.015322995,0.629455428,0.016971105,"TBIP265,TBIP279",4.731674079,4.026364015,TBB6_HUMAN,Tubulin beta-6 chain,,446
Rv0999,P26196,DDX6 HLR2 RCK,0.320846539,0.00193188,0.630746381,0.010946697,"TBIP202,TBIP279",2.338761569,1.862505449,DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK),,483
Rv0999,P04792,HSPB1 HSP27 HSP28,0.316483174,0.011606036,0.608421066,0.024545282,"TBIP265,TBIP279",3.32993576,2.753933609,HSPB1_HUMAN,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),,205
Rv0999,Q3MHD2,LSM12,0.315587065,0.004332824,0.62191396,0.009260171,"TBIP202,TBIP265",1.47761194,1.297299532,LSM12_HUMAN,Protein LSM12 homolog,,195
Rv0999,P34931,HSPA1L,0.315502176,0.00706527,0.622300135,0.008704217,"TBIP202,TBIP265",3.224660835,2.899900812,HS71L_HUMAN,Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom),,641
Rv0999,P17066,HSPA6 HSP70B',0.315003564,0.006616793,0.62191396,0.008093168,"TBIP202,TBIP265",2.699643046,2.535318723,HSP76_HUMAN,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),,643
Rv0999,P27708,CAD,0.310995782,0.000552709,0.612175757,0.009815808,"TBIP202,TBIP265",3.636172558,2.876281889,PYR1_HUMAN,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],,2225
Rv0999,P23396,RPS3 OK/SW-cl.26,0.307221901,0.004963738,0.608421066,0.006022736,"TBIP265,TBIP279",1.574671978,1.44813353,RS3_HUMAN,40S ribosomal protein S3,,243
Rv0999,P48741,HSPA7 HSP70B,0.305137483,0.008349181,0.595341871,0.014933095,"TBIP202,TBIP265",2.939873661,2.528698896,HSP77_HUMAN,Putative heat shock 70 kDa protein 7 (Heat shock 70 kDa protein B),,367
Rv0999,P60709,ACTB,0.297585081,0.010476222,0.591171282,0.003998881,"TBIP265,TBIP279",2.355007764,2.314674335,ACTB_HUMAN,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",,375
Rv0999,P27635,RPL10 DXS648E QM,0.287398639,0.007031564,0.554641055,0.020156222,"TBIP265,TBIP279",2.50453874,2.107657441,RL10_HUMAN,60S ribosomal protein L10 (Laminin receptor homolog) (Protein QM) (Tumor suppressor QM),,214
Rv0999,P11021,HSPA5 GRP78,0.279483354,0.00477333,0.554641055,0.004325653,"TBIP265,TBIP279",2.931581614,2.648487196,GRP78_HUMAN,78 kDa glucose-regulated protein (GRP-78) (Endoplasmic reticulum lumenal Ca(2+)-binding protein grp78) (Heat shock 70 kDa protein 5) (Immunoglobulin heavy chain-binding protein) (BiP),,654
Rv0999,Q00610,CLTC CLH17 CLTCL2 KIAA0034,0.273178587,0.000769856,0.534202708,0.012154466,"TBIP202,TBIP265",2.791742285,2.281015202,CLH1_HUMAN,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),,1675
Rv0999,Q8TF09,DYNLRB2 DNCL2B DNLC2B ROBLD2,0.058652634,0.004771393,9.10E-11,0.117305267,TBIP279,5.058200395,5.058200395,DLRB2_HUMAN,"Dynein light chain roadblock-type 2 (Dynein light chain 2B, cytoplasmic) (Roadblock domain-containing protein 2)",,96
Rv0999,P62847,RPS24,0.039665347,0.002620101,9.10E-11,0.079330694,TBIP265,4.080623475,4.080623475,RS24_HUMAN,40S ribosomal protein S24,,133
Rv0999,P40227,CCT6A CCT6 CCTZ,0.031609385,0.001847257,9.10E-11,0.06321877,TBIP202,6.592601812,6.592601812,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20),,531
Rv0999,P62266,RPS23,0.026191412,0.003269906,9.10E-11,0.052382824,TBIP279,2.866146783,2.866146783,RS23_HUMAN,40S ribosomal protein S23,,143
Rv0999,P17858,PFKL,0.01928604,0.000475148,9.10E-11,0.03857208,TBIP265,3.826079732,3.826079732,K6PL_HUMAN,"6-phosphofructokinase, liver type (EC 2.7.1.11) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphofructokinase 1) (Phosphohexokinase)",,780
Rv0999,P49368,CCT3 CCTG TRIC5,0.014651164,0.000666935,9.10E-11,0.029302328,TBIP265,10.07830601,10.07830601,TCPG_HUMAN,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (hTRiC5),,545
Rv0999,P62753,RPS6 OK/SW-cl.2,0.014646389,0.001798448,9.10E-11,0.029292778,TBIP279,2.387490499,2.387490499,RS6_HUMAN,40S ribosomal protein S6 (Phosphoprotein NP33),,249
Rv0999,P17987,TCP1 CCT1 CCTA,0.01082889,0.002008106,9.10E-11,0.021657781,TBIP265,3.765742037,3.765742037,TCPA_HUMAN,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha),,556
Rv0999,P63173,RPL38,0.010701149,0.004956947,9.10E-11,0.021402299,TBIP265,2.448443743,2.448443743,RL38_HUMAN,60S ribosomal protein L38,,70
Rv0999,P25705,ATP5A1 ATP5A ATP5AL2 ATPM,0.00993948,0.001792826,9.10E-11,0.019878961,TBIP202,2.437530941,2.437530941,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial",,553
Rv0999,P63261,ACTG1 ACTB ACTG,0.009745493,0.01155876,9.10E-11,0.019490987,TBIP202,6.941021798,6.941021798,ACTG_HUMAN,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",,375
Rv0999,P62701,RPS4X CCG2 RPS4 SCAR,0.009301015,0.001363621,9.10E-11,0.018602029,TBIP265,2.540912588,2.540912588,RS4X_HUMAN,"40S ribosomal protein S4, X isoform (SCR10) (Single copy abundant mRNA protein)",,263
Rv0999,Q9Y6W5,WASF2 WAVE2,0.0082649,0.000987327,9.10E-11,0.0165298,TBIP202,2.589842655,2.589842655,WASF2_HUMAN,Wiskott-Aldrich syndrome protein family member 2 (WASP family protein member 2) (Protein WAVE-2) (Verprolin homology domain-containing protein 2),,498
Rv0999,O43707,ACTN4,0.007913733,0.001532274,9.10E-11,0.015827466,TBIP202,4.028639065,4.028639065,ACTN4_HUMAN,Alpha-actinin-4 (F-actin cross-linking protein) (Non-muscle alpha-actinin 4),,911
Rv0999,P07814,EPRS GLNS PARS QARS QPRS PIG32,0.007667165,0.000236654,9.10E-11,0.015334331,TBIP265,8.36095236,8.36095236,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],,1512
Rv0999,Q9H4B7,TUBB1,0.00766158,0.004260413,9.10E-11,0.01532316,TBIP202,3.119127733,3.119127733,TBB1_HUMAN,Tubulin beta-1 chain,,451
Rv0999,O60711,LPXN LDLP,0.00746027,0.001238555,9.10E-11,0.01492054,TBIP202,2.145902387,2.145902387,LPXN_HUMAN,Leupaxin,,386
Rv0999,P63267,ACTG2 ACTA3 ACTL3 ACTSG,0.007208253,0.005123708,9.10E-11,0.014416506,TBIP202,3.703867242,3.703867242,ACTH_HUMAN,"Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin)",,376
Rv0999,P62736,ACTA2 ACTSA ACTVS GIG46,0.007041563,0.00511026,9.10E-11,0.014083127,TBIP202,3.553415667,3.553415667,ACTA_HUMAN,"Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein)",,377
Rv0999,O60884,DNAJA2 CPR3 HIRIP4,0.006987061,0.001172897,9.10E-11,0.013974123,TBIP202,1.922420344,1.922420344,DNJA2_HUMAN,DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14),,412
Rv0999,P68133,ACTA1 ACTA,0.006623501,0.005096882,9.10E-11,0.013247002,TBIP202,3.700200547,3.700200547,ACTS_HUMAN,"Actin, alpha skeletal muscle (Alpha-actin-1)",,377
Rv0999,P68032,ACTC1 ACTC,0.006422656,0.00511026,9.10E-11,0.012845311,TBIP202,3.625167082,3.625167082,ACTC_HUMAN,"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin)",,377
Rv0999,Q9Y6N5,SQRDL CGI-44,0.004857284,0.000807961,9.10E-11,0.009714568,TBIP265,2.117144481,2.117144481,SQRD_HUMAN,"Sulfide:quinone oxidoreductase, mitochondrial (EC 1.-.-.-)",,450
Rv0999,P54652,HSPA2,0.004841236,0.004411288,9.10E-11,0.009682472,TBIP279,3.890001071,3.890001071,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),,639
Rv0999,P62829,RPL23,0.004562639,0.003463678,9.10E-11,0.009125278,TBIP279,1.406039666,1.406039666,RL23_HUMAN,60S ribosomal protein L23 (60S ribosomal protein L17),,140
Rv0999,Q13509,TUBB3 TUBB4,0.004162942,0.015314298,9.10E-11,0.008325883,TBIP279,4.74341649,4.74341649,TBB3_HUMAN,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),,450
Rv0999,Q01105,SET,0.003895779,0.001538147,9.10E-11,0.007791558,TBIP279,2.060499269,2.060499269,SET_HUMAN,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),,290
Rv0999,C9JLW8,FAM195B,0.003402461,0.003705193,9.10E-11,0.006804923,TBIP265,1.664113299,1.664113299,F195B_HUMAN,Protein FAM195B,,97
Rv0999,P05386,RPLP1 RRP1,0.003105105,0.004496121,9.10E-11,0.00621021,TBIP279,1.306482511,1.306482511,RLA1_HUMAN,60S acidic ribosomal protein P1,,114
Rv0999,Q99867,NA,0.002946764,0.005835678,9.10E-11,0.005893529,TBIP265,3.039736831,3.039736831,NA,NA,,NA
Rv0999,Q3ZCM7,TUBB8,0.002589392,0.008115356,9.10E-11,0.005178785,TBIP265,3.633180425,3.633180425,TBB8_HUMAN,Tubulin beta-8 chain,,444
Rv0999,P42677,RPS27 MPS1,0.002128116,0.00426528,9.10E-11,0.004256233,TBIP265,1.224744871,1.224744871,RS27_HUMAN,40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1),,84
Rv0999,P62269,RPS18 D6S218E,0.002021669,0.002904326,9.10E-11,0.004043337,TBIP279,1.249038731,1.249038731,RS18_HUMAN,40S ribosomal protein S18 (Ke-3) (Ke3),,152
Rv0999,P62249,RPS16,0.001808985,0.002461839,9.10E-11,0.00361797,TBIP265,1.467979375,1.467979375,RS16_HUMAN,40S ribosomal protein S16,,146
Rv0999,P38646,HSPA9 GRP75 HSPA9B,0.001026185,0.001096604,9.10E-11,0.002052369,TBIP265,1.924396835,1.924396835,GRP75_HUMAN,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)",,679
Rv1075c,P63151,PPP2R2A,0.951706063,0.023055443,0.903412126,1,"TBIP113,TBIP223,TBIP381",9492.486296,443.5642294,2ABA_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),,447
Rv1075c,Q15291,RBBP5 RBQ3,0.942065401,0.004554352,0.884130803,1,"TBIP113,TBIP223,TBIP381",5672.845598,265.0803285,RBBP5_HUMAN,Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3),,538
Rv1075c,P62714,PPP2CB,0.925080776,0.023230428,0.973773233,0.87638832,"TBIP113,TBIP223,TBIP381",945.6759263,111.3505068,PP2AB_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (PP2A-beta) (EC 3.1.3.16),,309
Rv1075c,P30153,PPP2R1A,0.907867436,0.031462427,0.942298812,0.87343606,"TBIP113,TBIP223,TBIP381",1422.886411,167.5406115,2AAA_HUMAN,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),,589
Rv1075c,O00743,PPP6C PPP6,0.873591213,0.010769599,0.939699557,0.80748287,"TBIP113,TBIP223,TBIP381",1895.877189,140.6285186,PPP6_HUMAN,Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16),,305
Rv1075c,Q9UBL3,ASH2L ASH2L1,0.815435546,0.002622134,0.630871092,1,"TBIP113,TBIP381",540.8846052,116.9210991,ASH2L_HUMAN,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein),,628
Rv1075c,P09622,DLD GCSL LAD PHE3,0.814421801,0.004937163,0.628843603,1,"TBIP113,TBIP223",732.3612175,158.3119165,DLDH_HUMAN,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",,509
Rv1075c,P35268,RPL22,0.779342003,0.012215442,0.933911831,0.624772175,"TBIP113,TBIP223,TBIP381",1208.046709,89.60802954,RL22_HUMAN,60S ribosomal protein L22 (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15),,128
Rv1075c,P61978,HNRNPK HNRPK,0.762358329,0.006719907,0.854985596,0.669731062,"TBIP113,TBIP223,TBIP381",261.7349979,40.38367475,HNRPK_HUMAN,Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP),,463
Rv1075c,Q9C005,DPY30,0.720074708,0.026999282,0.551084424,0.889064993,"TBIP113,TBIP223",339.2817415,92.40428034,DPY30_HUMAN,Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L),,99
Rv1075c,Q9UPN7,PPP6R1 KIAA1115 PP6R1 SAPS1,0.597791385,0.00184181,0.612781083,0.582801688,"TBIP113,TBIP223",263.2759287,71.70389605,PP6R1_HUMAN,Serine/threonine-protein phosphatase 6 regulatory subunit 1 (SAPS domain family member 1),,881
